BSSID,First time seen,Last time seen,channel,Speed,Privacy,Cipher,Authentication,Power,# beacons,# IV,LAN IP,ID-length,ESSID,Key
9C:34:26:25:AC:C6,2016-02-27 06:10:57,2016-02-27 06:11:05,1,54,WPA2 WPA,CCMP TKIP,PSK,-58,5,0,0.  0.  0.  0,8,Buddy206,
20:4E:7F:A0:B3:82,2016-02-27 06:10:58,2016-02-27 06:11:03,3,54,WEP,WEP,,-51,4,0,0.  0.  0.  0,13,WHAT UP WAZZU,
6C:B0:CE:76:24:9C,2016-02-27 06:11:00,2016-02-27 06:11:05,6,54,WPA2,CCMP,PSK,-52,4,0,0.  0.  0.  0,9,NETGEAR30,
C0:3F:0E:25:1C:3A,2016-02-27 06:11:01,2016-02-27 06:11:05,11,54,WPA2 WPA,CCMP TKIP,PSK,-49,2,0,0.  0.  0.  0,8,TheLofts,
CC:35:40:48:10:F1,2016-02-27 06:11:00,2016-02-27 06:11:04,11,54,WPA2 WPA,CCMP TKIP,PSK,-48,2,0,0.  0.  0.  0,10,VZ-Seattle,
8C:04:FF:ED:A9:4F,2016-02-27 06:10:57,2016-02-27 06:11:05,1,54,WPA2 WPA,CCMP TKIP,PSK,-46,6,0,0.  0.  0.  0,9,HOME-A94F,
8E:04:FF:ED:A9:41,2016-02-27 06:10:57,2016-02-27 06:11:01,1,54,OPN,,,-46,2,0,0.  0.  0.  0,11,xfinitywifi,
12:86:8C:44:07:8E,2016-02-27 06:11:00,2016-02-27 06:11:04,11,54,WPA2 WPA,CCMP TKIP,PSK,-45,3,0,0.  0.  0.  0,0,,
CE:35:40:48:10:F3,2016-02-27 06:11:00,2016-02-27 06:11:00,11,54,OPN,,,-46,1,0,0.  0.  0.  0,11,xfinitywifi,
8E:04:FF:ED:A9:40,2016-02-27 06:10:57,2016-02-27 06:11:05,1,54,WPA2,CCMP,PSK,-46,6,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
14:CC:20:C7:CE:FE,2016-02-27 06:10:56,2016-02-27 06:11:04,5,54,WPA2 WPA,CCMP,PSK,-42,3,0,0.  0.  0.  0,9,Devil Dog,
10:86:8C:44:07:8E,2016-02-27 06:10:56,2016-02-27 06:11:04,11,54,WPA2 WPA,CCMP TKIP,PSK,-44,2,130,0.  0.  0.  0,5,Roxie,
10:5F:06:72:78:35,2016-02-27 06:11:00,2016-02-27 06:11:04,11,54,WPA2 WPA,CCMP TKIP,PSK,-44,3,0,0.  0.  0.  0,15,CenturyLink5546,
D0:BF:9C:51:8E:3E,2016-02-27 06:10:58,2016-02-27 06:11:02,8,54,WPA2,CCMP,PSK,-35,3,0,0.  0.  0.  0,31,HP-Print-3E-Deskjet 2540 series,
40:8B:07:23:86:B5,2016-02-27 06:11:00,2016-02-27 06:11:05,6,54,WPA2,CCMP TKIP,PSK,-32,3,46,0.  0.  0.  0,4,SPQR,
C0:3F:0E:09:75:A4,2016-02-27 06:10:56,2016-02-27 06:11:04,11,54,WPA2 WPA,CCMP TKIP,PSK,-37,4,32,0.  0.  0.  0,4,64oz,
74:85:2A:97:5B:08,2016-02-27 06:10:58,2016-02-27 06:11:02,8,54,WPA2,CCMP,PSK,-16,4,0,0.  0.  0.  0,6,Walrus,
74:85:2A:97:5B:09,2016-02-27 06:10:56,2016-02-27 06:11:04,8,54,WPA2 WPA,CCMP TKIP,PSK,-11,8,0,0.  0.  0.  0,0,,
74:85:2A:97:5B:0A,2016-02-27 06:10:56,2016-02-27 06:11:03,8,54,OPN,,,-15,10,0,0.  0.  0.  0,11,xfinitywifi,
00:25:00:FF:94:73,2016-02-27 06:10:57,2016-02-27 06:11:05,-1,-1,,,,-1,0,0,0.  0.  0.  0,0,,
EC:1A:59:3B:91:66,2016-02-27 06:11:00,2016-02-27 06:11:00,-1,-1,,,,-1,0,0,0.  0.  0.  0,0,,
A0:A3:E2:21:6C:85,2016-02-27 06:11:01,2016-02-27 06:11:05,1,54,WPA2 WPA,CCMP TKIP,PSK,-48,1,3,0.  0.  0.  0,7,CarBear,
F6:ED:A5:62:46:40,2016-02-27 06:11:04,2016-02-27 06:11:04,11,54,OPN,,,-60,1,0,0.  0.  0.  0,11,xfinitywifi,
FA:8F:CA:61:6E:4B,2016-02-27 06:11:04,2016-02-27 06:11:04,11,54,OPN,,,-54,1,0,0.  0.  0.  0,0,,
22:86:8C:44:07:8E,2016-02-27 06:11:04,2016-02-27 06:11:04,11,54,OPN,,,-42,1,0,0.  0.  0.  0,11,xfinitywifi,
62:E3:27:69:E5:60,2016-02-27 06:11:05,2016-02-27 06:11:05,6,54,WPA2,CCMP,PSK,-60,1,0,0.  0.  0.  0,14,imronburgandy?,
00:71:C2:6F:D6:20,2016-02-27 06:11:05,2016-02-27 06:11:05,6,54,WPA2 WPA,CCMP TKIP,PSK,-76,1,0,0.  0.  0.  0,13,HOME-308A-2.4,
00:71:C2:6F:D6:20,2016-02-27 06:11:12,2016-02-27 06:11:16,6,54,WPA2 WPA,CCMP TKIP,PSK,-77,2,0,0.  0.  0.  0,13,HOME-308A-2.4,
A2:E4:CB:56:21:6C,2016-02-27 06:11:14,2016-02-27 06:11:14,9,54,WPA2,CCMP TKIP,PSK,-70,1,0,0.  0.  0.  0,13,TiggleBitties,
C0:4A:00:77:F3:14,2016-02-27 06:11:16,2016-02-27 06:11:20,6,54,WPA2 WPA,CCMP,PSK,-71,2,0,0.  0.  0.  0,8,equinoks,
00:71:C2:61:EE:2A,2016-02-27 06:11:12,2016-02-27 06:11:20,1,54,OPN,,,-67,4,0,0.  0.  0.  0,11,xfinitywifi,
00:71:C2:61:EE:28,2016-02-27 06:11:12,2016-02-27 06:11:12,1,54,WPA2 WPA,CCMP TKIP,PSK,-66,1,0,0.  0.  0.  0,13,HOME-E4CE-2.4,
94:44:52:F7:42:E7,2016-02-27 06:11:15,2016-02-27 06:11:20,6,54,WPA2 WPA,CCMP,PSK,-67,3,0,0.  0.  0.  0,3,KCD,
54:BE:F7:DC:37:7A,2016-02-27 06:11:15,2016-02-27 06:11:15,6,54,OPN,,,-66,1,0,0.  0.  0.  0,11,xfinitywifi,
40:4A:03:DE:C0:D3,2016-02-27 06:11:14,2016-02-27 06:11:14,3,54,WPA2 WPA,CCMP TKIP,PSK,-64,1,0,0.  0.  0.  0,8,KitKatKo,
AE:34:26:25:AC:C6,2016-02-27 06:11:12,2016-02-27 06:11:20,1,54,OPN,,,-58,4,0,0.  0.  0.  0,11,xfinitywifi,
90:EF:68:05:51:D9,2016-02-27 06:11:12,2016-02-27 06:11:20,1,54,WPA2 WPA,CCMP TKIP,PSK,-61,5,0,0.  0.  0.  0,11,FeedTheMoon,
E8:3E:FC:9F:45:10,2016-02-27 06:11:12,2016-02-27 06:11:20,1,54,WPA2,CCMP TKIP,PSK,-59,2,0,0.  0.  0.  0,6,Fovich,
E2:3E:FC:9F:45:10,2016-02-27 06:11:12,2016-02-27 06:11:20,1,54,WPA2,CCMP,PSK,-61,2,0,0.  0.  0.  0,0,,
9C:34:26:25:AC:C6,2016-02-27 06:11:12,2016-02-27 06:11:20,1,54,WPA2 WPA,CCMP TKIP,PSK,-59,4,0,0.  0.  0.  0,8,Buddy206,
9E:34:26:25:AC:C6,2016-02-27 06:11:12,2016-02-27 06:11:12,1,54,WPA2 WPA,CCMP TKIP,PSK,-56,2,0,0.  0.  0.  0,0,,
FA:8F:CA:69:3B:B1,2016-02-27 06:11:15,2016-02-27 06:11:19,11,54,OPN,,,-56,3,0,0.  0.  0.  0,0,,
22:86:8C:44:07:8E,2016-02-27 06:11:15,2016-02-27 06:11:15,11,54,OPN,,,-56,1,0,0.  0.  0.  0,11,xfinitywifi,
62:E3:27:69:E5:60,2016-02-27 06:11:16,2016-02-27 06:11:20,6,54,WPA2,CCMP,PSK,-56,4,0,0.  0.  0.  0,14,imronburgandy?,
6C:B0:CE:76:24:9C,2016-02-27 06:11:15,2016-02-27 06:11:20,6,54,WPA2,CCMP,PSK,-50,2,0,0.  0.  0.  0,9,NETGEAR30,
A0:A3:E2:21:6C:85,2016-02-27 06:11:12,2016-02-27 06:11:16,1,54,WPA2 WPA,CCMP TKIP,PSK,-51,2,2,0.  0.  0.  0,7,CarBear,
20:4E:7F:A0:B3:82,2016-02-27 06:11:14,2016-02-27 06:11:18,3,54,WEP,WEP,,-50,2,0,0.  0.  0.  0,13,WHAT UP WAZZU,
AA:66:7F:C5:EC:B0,2016-02-27 06:11:16,2016-02-27 06:11:20,1,54,WPA2,CCMP,PSK,-54,3,104,0.  0.  0.  0,11,Adam.Tucker,
8C:04:FF:ED:A9:4F,2016-02-27 06:11:12,2016-02-27 06:11:12,1,54,WPA2 WPA,CCMP TKIP,PSK,-46,2,0,0.  0.  0.  0,9,HOME-A94F,
8E:04:FF:ED:A9:40,2016-02-27 06:11:12,2016-02-27 06:11:12,1,54,WPA2,CCMP,PSK,-46,2,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
C0:3F:0E:25:1C:3A,2016-02-27 06:11:15,2016-02-27 06:11:19,11,54,WPA2 WPA,CCMP TKIP,PSK,-45,3,0,0.  0.  0.  0,8,TheLofts,
CE:35:40:48:10:F2,2016-02-27 06:11:15,2016-02-27 06:11:15,11,54,WPA2,CCMP,PSK,-46,1,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
CE:35:40:48:10:F3,2016-02-27 06:11:15,2016-02-27 06:11:15,11,54,OPN,,,-46,1,0,0.  0.  0.  0,11,xfinitywifi,
8E:04:FF:ED:A9:41,2016-02-27 06:11:16,2016-02-27 06:11:16,1,54,OPN,,,-46,1,0,0.  0.  0.  0,11,xfinitywifi,
10:86:8C:44:07:8E,2016-02-27 06:11:15,2016-02-27 06:11:19,11,54,WPA2 WPA,CCMP TKIP,PSK,-44,2,77,0.  0.  0.  0,5,Roxie,
12:86:8C:44:07:8E,2016-02-27 06:11:15,2016-02-27 06:11:19,11,54,WPA2 WPA,CCMP TKIP,PSK,-42,3,0,0.  0.  0.  0,0,,
10:5F:06:72:78:35,2016-02-27 06:11:15,2016-02-27 06:11:19,11,54,WPA2 WPA,CCMP TKIP,PSK,-44,2,0,0.  0.  0.  0,15,CenturyLink5546,
14:CC:20:C7:CE:FE,2016-02-27 06:11:11,2016-02-27 06:11:19,5,54,WPA2 WPA,CCMP,PSK,-43,4,3,0.  0.  0.  0,9,Devil Dog,
D0:BF:9C:51:8E:3E,2016-02-27 06:11:13,2016-02-27 06:11:17,8,54,WPA2,CCMP,PSK,-34,4,0,0.  0.  0.  0,31,HP-Print-3E-Deskjet 2540 series,
40:8B:07:23:86:B5,2016-02-27 06:11:12,2016-02-27 06:11:20,6,54,WPA2,CCMP TKIP,PSK,-31,5,19,0.  0.  0.  0,4,SPQR,
C0:3F:0E:09:75:A4,2016-02-27 06:11:12,2016-02-27 06:11:19,11,54,WPA2 WPA,CCMP TKIP,PSK,-31,2,59,0.  0.  0.  0,4,64oz,
74:85:2A:97:5B:0A,2016-02-27 06:11:12,2016-02-27 06:11:19,8,54,OPN,,,-14,10,0,0.  0.  0.  0,11,xfinitywifi,
74:85:2A:97:5B:08,2016-02-27 06:11:13,2016-02-27 06:11:19,8,54,WPA2,CCMP,PSK,-12,8,0,0.  0.  0.  0,6,Walrus,
74:85:2A:97:5B:09,2016-02-27 06:11:13,2016-02-27 06:11:19,8,54,WPA2 WPA,CCMP TKIP,PSK,-12,7,0,0.  0.  0.  0,0,,
00:25:00:FF:94:73,2016-02-27 06:11:12,2016-02-27 06:11:12,-1,-1,,,,-1,0,0,0.  0.  0.  0,0,,
CC:35:40:48:10:F1,2016-02-27 06:11:19,2016-02-27 06:11:19,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,1,0,0.  0.  0.  0,10,VZ-Seattle,
EC:1A:59:3B:91:69,2016-02-27 06:11:19,2016-02-27 06:11:19,11,54,WPA2,CCMP TKIP,PSK,-70,1,0,0.  0.  0.  0,17,belkin.166.guests,
94:57:A5:C6:0A:4C,2016-02-27 06:11:19,2016-02-27 06:11:19,11,54,WPA2,CCMP,PSK,-70,1,0,0.  0.  0.  0,29,DIRECT-4B-HP ENVY 4520 series,
F8:ED:A5:62:46:40,2016-02-27 06:11:19,2016-02-27 06:11:19,11,-1,WPA,,,-64,0,1,0.  0.  0.  0,0,,
FA:8F:CA:61:6E:4B,2016-02-27 06:11:19,2016-02-27 06:11:19,11,54,OPN,,,-55,2,0,0.  0.  0.  0,0,,
00:1D:D5:83:D5:40,2016-02-27 06:11:19,2016-02-27 06:11:19,11,-1,WPA,,,-1,0,1,0.  0.  0.  0,0,,
9C:D3:6D:99:14:0B,2016-02-27 06:11:19,2016-02-27 06:11:19,11,54,WPA2,CCMP,PSK,-74,1,0,0.  0.  0.  0,17,"""April Lane's 2.4 """,
90:C7:92:32:E7:60,2016-02-27 06:11:20,2016-02-27 06:11:20,6,-1,WPA,,,-74,0,1,0.  0.  0.  0,0,,
54:BE:F7:DC:37:78,2016-02-27 06:11:20,2016-02-27 06:11:20,6,54,WPA2 WPA,CCMP TKIP,PSK,-68,1,0,0.  0.  0.  0,13,HOME-F4A1-2.4,
54:BE:F7:DC:37:7A,2016-02-27 06:11:31,2016-02-27 06:11:31,6,54,OPN,,,-74,1,0,0.  0.  0.  0,11,xfinitywifi,
00:71:C2:6F:D6:22,2016-02-27 06:11:27,2016-02-27 06:11:27,6,54,OPN,,,-72,1,0,0.  0.  0.  0,11,xfinitywifi,
28:92:4A:C5:8D:3C,2016-02-27 06:11:30,2016-02-27 06:11:30,11,54,WPA2,CCMP,PSK,-70,1,0,0.  0.  0.  0,27,HP-Print-3C-ENVY 120 series,
00:71:C2:AA:E5:70,2016-02-27 06:11:31,2016-02-27 06:11:31,6,54,WPA2 WPA,CCMP TKIP,PSK,-70,1,0,0.  0.  0.  0,7,hoey2.4,
08:62:66:40:16:A0,2016-02-27 06:11:27,2016-02-27 06:11:27,6,54,WPA2,CCMP,PSK,-68,1,0,0.  0.  0.  0,7,KLSulli,
00:71:C2:61:EE:29,2016-02-27 06:11:27,2016-02-27 06:11:35,1,54,WPA2 WPA,CCMP TKIP,PSK,-67,2,0,0.  0.  0.  0,0,,
00:71:C2:61:EE:2A,2016-02-27 06:11:27,2016-02-27 06:11:35,1,54,OPN,,,-67,4,0,0.  0.  0.  0,11,xfinitywifi,
90:C7:92:32:E7:60,2016-02-27 06:11:31,2016-02-27 06:11:35,6,54,WPA2,CCMP TKIP,PSK,-68,3,0,0.  0.  0.  0,9,HOME-E762,
90:EF:68:05:51:D9,2016-02-27 06:11:27,2016-02-27 06:11:35,1,54,WPA2 WPA,CCMP TKIP,PSK,-62,5,0,0.  0.  0.  0,11,FeedTheMoon,
E2:3E:FC:9F:45:10,2016-02-27 06:11:27,2016-02-27 06:11:35,1,54,WPA2,CCMP,PSK,-64,2,0,0.  0.  0.  0,0,,
E8:3E:FC:9F:45:10,2016-02-27 06:11:27,2016-02-27 06:11:35,1,54,WPA2,CCMP TKIP,PSK,-60,3,19,0.  0.  0.  0,6,Fovich,
AE:34:26:25:AC:C6,2016-02-27 06:11:27,2016-02-27 06:11:35,1,54,OPN,,,-61,6,0,0.  0.  0.  0,11,xfinitywifi,
9E:34:26:25:AC:C6,2016-02-27 06:11:27,2016-02-27 06:11:31,1,54,WPA2 WPA,CCMP TKIP,PSK,-59,3,0,0.  0.  0.  0,0,,
9C:34:26:25:AC:C6,2016-02-27 06:11:27,2016-02-27 06:11:35,1,54,WPA2 WPA,CCMP TKIP,PSK,-58,6,0,0.  0.  0.  0,8,Buddy206,
FA:8F:CA:69:3B:B1,2016-02-27 06:11:30,2016-02-27 06:11:30,11,54,OPN,,,-56,1,0,0.  0.  0.  0,0,,
FA:8F:CA:61:6E:4B,2016-02-27 06:11:30,2016-02-27 06:11:30,11,54,OPN,,,-54,1,0,0.  0.  0.  0,0,,
AA:66:7F:C5:EC:B0,2016-02-27 06:11:27,2016-02-27 06:11:35,1,54,WPA2,CCMP,PSK,-52,3,0,0.  0.  0.  0,11,Adam.Tucker,
20:4E:7F:A0:B3:82,2016-02-27 06:11:27,2016-02-27 06:11:33,3,54,WEP,WEP,,-49,4,0,0.  0.  0.  0,13,WHAT UP WAZZU,
6C:B0:CE:76:24:9C,2016-02-27 06:11:29,2016-02-27 06:11:35,6,54,WPA2,CCMP,PSK,-47,5,0,0.  0.  0.  0,9,NETGEAR30,
8C:04:FF:ED:A9:4F,2016-02-27 06:11:26,2016-02-27 06:11:35,1,54,WPA2 WPA,CCMP TKIP,PSK,-46,7,0,0.  0.  0.  0,9,HOME-A94F,
A0:A3:E2:21:6C:85,2016-02-27 06:11:27,2016-02-27 06:11:31,1,54,WPA2 WPA,CCMP TKIP,PSK,-46,2,0,0.  0.  0.  0,7,CarBear,
8E:04:FF:ED:A9:41,2016-02-27 06:11:31,2016-02-27 06:11:31,1,54,OPN,,,-46,1,0,0.  0.  0.  0,11,xfinitywifi,
8E:04:FF:ED:A9:40,2016-02-27 06:11:27,2016-02-27 06:11:35,1,54,WPA2,CCMP,PSK,-45,7,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
12:86:8C:44:07:8E,2016-02-27 06:11:27,2016-02-27 06:11:34,11,54,WPA2 WPA,CCMP TKIP,PSK,-45,2,0,0.  0.  0.  0,0,,
10:86:8C:44:07:8E,2016-02-27 06:11:29,2016-02-27 06:11:34,11,54,WPA2 WPA,CCMP TKIP,PSK,-45,1,164,0.  0.  0.  0,5,Roxie,
14:CC:20:C7:CE:FE,2016-02-27 06:11:27,2016-02-27 06:11:30,5,54,WPA2 WPA,CCMP,PSK,-42,3,0,0.  0.  0.  0,9,Devil Dog,
D0:BF:9C:51:8E:3E,2016-02-27 06:11:28,2016-02-27 06:11:35,8,54,WPA2,CCMP,PSK,-34,5,0,0.  0.  0.  0,31,HP-Print-3E-Deskjet 2540 series,
40:8B:07:23:86:B5,2016-02-27 06:11:29,2016-02-27 06:11:35,6,54,WPA2,CCMP TKIP,PSK,-32,5,9,0.  0.  0.  0,4,SPQR,
C0:3F:0E:09:75:A4,2016-02-27 06:11:27,2016-02-27 06:11:34,11,54,WPA2 WPA,CCMP TKIP,PSK,-26,3,49,0.  0.  0.  0,4,64oz,
74:85:2A:97:5B:0A,2016-02-27 06:11:26,2016-02-27 06:11:35,8,54,OPN,,,-11,9,0,0.  0.  0.  0,11,xfinitywifi,
74:85:2A:97:5B:08,2016-02-27 06:11:28,2016-02-27 06:11:34,8,54,WPA2,CCMP,PSK,-15,11,0,0.  0.  0.  0,6,Walrus,
74:85:2A:97:5B:09,2016-02-27 06:11:27,2016-02-27 06:11:35,8,54,WPA2 WPA,CCMP TKIP,PSK,-12,5,0,0.  0.  0.  0,0,,
00:25:00:FF:94:73,2016-02-27 06:11:27,2016-02-27 06:11:35,-1,-1,,,,-1,0,0,0.  0.  0.  0,0,,
22:86:8C:44:07:8E,2016-02-27 06:11:33,2016-02-27 06:11:34,11,54,OPN,,,-43,2,0,0.  0.  0.  0,11,xfinitywifi,
10:5F:06:72:78:35,2016-02-27 06:11:33,2016-02-27 06:11:34,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,3,0,0.  0.  0.  0,15,CenturyLink5546,
CC:35:40:48:10:F1,2016-02-27 06:11:33,2016-02-27 06:11:34,11,54,WPA2 WPA,CCMP TKIP,PSK,-47,2,0,0.  0.  0.  0,10,VZ-Seattle,
92:C7:92:32:E7:60,2016-02-27 06:11:33,2016-02-27 06:11:33,6,54,WPA2,CCMP,PSK,-72,1,0,0.  0.  0.  0,0,,
62:E3:27:69:E5:60,2016-02-27 06:11:33,2016-02-27 06:11:33,6,54,WPA2,CCMP,PSK,-62,1,0,0.  0.  0.  0,14,imronburgandy?,
CE:35:40:48:10:F3,2016-02-27 06:11:34,2016-02-27 06:11:34,11,54,OPN,,,-48,1,0,0.  0.  0.  0,11,xfinitywifi,
C0:3F:0E:25:1C:3A,2016-02-27 06:11:34,2016-02-27 06:11:34,11,54,WPA2 WPA,CCMP TKIP,PSK,-44,1,0,0.  0.  0.  0,8,TheLofts,
44:32:C8:D0:73:10,2016-02-27 06:11:34,2016-02-27 06:11:34,11,54,WPA2 WPA,CCMP TKIP,PSK,-66,1,0,0.  0.  0.  0,9,HOME-7310,
46:32:C8:D0:73:11,2016-02-27 06:11:34,2016-02-27 06:11:34,11,54,WPA2,CCMP,PSK,-68,1,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
94:44:52:F7:42:E7,2016-02-27 06:11:35,2016-02-27 06:11:35,6,54,WPA2 WPA,CCMP,PSK,-67,2,0,0.  0.  0.  0,3,KCD,
00:71:C2:AA:E5:71,2016-02-27 06:11:35,2016-02-27 06:11:35,6,54,WPA2 WPA,CCMP TKIP,PSK,-70,1,0,0.  0.  0.  0,0,,
54:BE:F7:DC:37:79,2016-02-27 06:11:35,2016-02-27 06:11:35,6,54,WPA2 WPA,CCMP TKIP,PSK,-64,1,0,0.  0.  0.  0,0,,
FC:15:B4:A8:CA:35,2016-02-27 06:11:46,2016-02-27 06:11:46,6,54,WPA2,CCMP,PSK,-76,1,0,0.  0.  0.  0,30,HP-Print-35-Officejet Pro 8610,
00:71:C2:6F:D6:21,2016-02-27 06:11:46,2016-02-27 06:11:50,6,54,WPA2 WPA,CCMP TKIP,PSK,-76,2,0,0.  0.  0.  0,0,,
08:62:66:40:16:A0,2016-02-27 06:11:46,2016-02-27 06:11:46,6,54,WPA2,CCMP,PSK,-76,1,0,0.  0.  0.  0,7,KLSulli,
84:C9:B2:54:C6:F5,2016-02-27 06:11:45,2016-02-27 06:11:45,5,54,WPA,CCMP TKIP,PSK,-74,1,0,0.  0.  0.  0,15,Wee Ones Parade,
90:C7:92:32:E7:60,2016-02-27 06:11:46,2016-02-27 06:11:50,6,54,WPA2,CCMP TKIP,PSK,-69,2,0,0.  0.  0.  0,9,HOME-E762,
92:C7:92:32:E7:60,2016-02-27 06:11:46,2016-02-27 06:11:46,6,54,WPA2,CCMP,PSK,-72,1,0,0.  0.  0.  0,0,,
C0:4A:00:77:F3:14,2016-02-27 06:11:46,2016-02-27 06:11:50,6,54,WPA2 WPA,CCMP,PSK,-66,3,0,0.  0.  0.  0,8,equinoks,
94:57:A5:C6:0A:4C,2016-02-27 06:11:45,2016-02-27 06:11:45,11,54,WPA2,CCMP,PSK,-68,1,0,0.  0.  0.  0,29,DIRECT-4B-HP ENVY 4520 series,
00:71:C2:61:EE:2A,2016-02-27 06:11:42,2016-02-27 06:11:50,1,54,OPN,,,-66,5,0,0.  0.  0.  0,11,xfinitywifi,
96:C7:92:32:E7:60,2016-02-27 06:11:46,2016-02-27 06:11:46,6,54,OPN,,,-67,0,0,0.  0.  0.  0,11,xfinitywifi,
00:71:C2:61:EE:29,2016-02-27 06:11:46,2016-02-27 06:11:50,1,54,WPA2 WPA,CCMP TKIP,PSK,-66,3,0,0.  0.  0.  0,0,,
00:71:C2:61:EE:28,2016-02-27 06:11:42,2016-02-27 06:11:46,1,54,WPA2 WPA,CCMP TKIP,PSK,-66,3,0,0.  0.  0.  0,13,HOME-E4CE-2.4,
F6:ED:A5:62:46:40,2016-02-27 06:11:45,2016-02-27 06:11:45,11,54,OPN,,,-64,1,0,0.  0.  0.  0,11,xfinitywifi,
40:4A:03:DE:C0:D3,2016-02-27 06:11:46,2016-02-27 06:11:46,3,54,WPA2 WPA,CCMP TKIP,PSK,-64,1,0,0.  0.  0.  0,8,KitKatKo,
90:EF:68:05:51:D9,2016-02-27 06:11:42,2016-02-27 06:11:50,1,54,WPA2 WPA,CCMP TKIP,PSK,-62,5,1,0.  0.  0.  0,11,FeedTheMoon,
02:15:99:A9:A5:B8,2016-02-27 06:11:46,2016-02-27 06:11:46,7,54,WPA2,CCMP,PSK,-62,0,0,0.  0.  0.  0,16,DIRECT-HnML-2160,
AE:34:26:25:AC:C6,2016-02-27 06:11:42,2016-02-27 06:11:50,1,54,OPN,,,-56,4,0,0.  0.  0.  0,11,xfinitywifi,
9E:34:26:25:AC:C6,2016-02-27 06:11:46,2016-02-27 06:11:50,1,54,WPA2 WPA,CCMP TKIP,PSK,-61,2,0,0.  0.  0.  0,0,,
9C:34:26:25:AC:C6,2016-02-27 06:11:42,2016-02-27 06:11:50,1,54,WPA2 WPA,CCMP TKIP,PSK,-59,5,0,0.  0.  0.  0,8,Buddy206,
FA:8F:CA:61:6E:4B,2016-02-27 06:11:45,2016-02-27 06:11:45,11,54,OPN,,,-56,1,0,0.  0.  0.  0,0,,
AA:66:7F:C5:EC:B0,2016-02-27 06:11:42,2016-02-27 06:11:50,1,54,WPA2,CCMP,PSK,-51,5,8,0.  0.  0.  0,11,Adam.Tucker,
FA:8F:CA:69:3B:B1,2016-02-27 06:11:45,2016-02-27 06:11:49,11,54,OPN,,,-54,3,0,0.  0.  0.  0,0,,
A0:A3:E2:21:6C:85,2016-02-27 06:11:42,2016-02-27 06:11:46,1,54,WPA2 WPA,CCMP TKIP,PSK,-50,2,3,0.  0.  0.  0,7,CarBear,
20:4E:7F:A0:B3:82,2016-02-27 06:11:44,2016-02-27 06:11:48,3,54,WEP,WEP,,-50,2,0,0.  0.  0.  0,13,WHAT UP WAZZU,
6C:B0:CE:76:24:9C,2016-02-27 06:11:42,2016-02-27 06:11:50,6,54,WPA2,CCMP,PSK,-47,3,0,0.  0.  0.  0,9,NETGEAR30,
C0:3F:0E:25:1C:3A,2016-02-27 06:11:42,2016-02-27 06:11:46,11,54,WPA2 WPA,CCMP TKIP,PSK,-48,4,0,0.  0.  0.  0,8,TheLofts,
CC:35:40:48:10:F1,2016-02-27 06:11:45,2016-02-27 06:11:50,11,54,WPA2 WPA,CCMP TKIP,PSK,-47,3,0,0.  0.  0.  0,10,VZ-Seattle,
8E:04:FF:ED:A9:41,2016-02-27 06:11:42,2016-02-27 06:11:50,1,54,OPN,,,-46,3,0,0.  0.  0.  0,11,xfinitywifi,
10:5F:06:72:78:35,2016-02-27 06:11:45,2016-02-27 06:11:49,11,54,WPA2 WPA,CCMP TKIP,PSK,-45,2,0,0.  0.  0.  0,15,CenturyLink5546,
10:86:8C:44:07:8E,2016-02-27 06:11:45,2016-02-27 06:11:49,11,54,WPA2 WPA,CCMP TKIP,PSK,-44,4,189,0.  0.  0.  0,5,Roxie,
8E:04:FF:ED:A9:40,2016-02-27 06:11:46,2016-02-27 06:11:50,1,54,WPA2,CCMP,PSK,-46,4,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
8C:04:FF:ED:A9:4F,2016-02-27 06:11:42,2016-02-27 06:11:50,1,54,WPA2 WPA,CCMP TKIP,PSK,-45,5,0,0.  0.  0.  0,9,HOME-A94F,
22:86:8C:44:07:8E,2016-02-27 06:11:45,2016-02-27 06:11:45,11,54,OPN,,,-44,2,0,0.  0.  0.  0,11,xfinitywifi,
14:CC:20:C7:CE:FE,2016-02-27 06:11:42,2016-02-27 06:11:49,5,54,WPA2 WPA,CCMP,PSK,-42,5,0,0.  0.  0.  0,9,Devil Dog,
12:86:8C:44:07:8E,2016-02-27 06:11:45,2016-02-27 06:11:49,11,54,WPA2 WPA,CCMP TKIP,PSK,-40,3,0,0.  0.  0.  0,0,,
D0:BF:9C:51:8E:3E,2016-02-27 06:11:43,2016-02-27 06:11:51,8,54,WPA2,CCMP,PSK,-37,4,0,0.  0.  0.  0,31,HP-Print-3E-Deskjet 2540 series,
